repo,commit,tool,rule_id,severity,file,line,masked_value,fingerprint,verdict,reason
kubernetes,b2ec8b6fefac,gitleaks,private-key,,cmd/kubeadm/app/util/pkiutil/testing/testdata/9.rsa.key,1,REDACTED,cmd/kubeadm/app/util/pkiutil/testing/testdata/9.rsa.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,hack/testdata/auth/testuser.key,4,REDACTED,hack/testdata/auth/testuser.key:private-key:4,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,hack/testdata/ca/ca.key,4,REDACTED,hack/testdata/ca/ca.key:private-key:4,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,kubernetes-secret-yaml,,hack/testdata/secret.yaml,2,REDACTED,hack/testdata/secret.yaml:kubernetes-secret-yaml:2,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,private-key,,hack/testdata/tls.key,1,REDACTED,hack/testdata/tls.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,hack/update-openapi-spec.sh,110,REDACTED,hack/update-openapi-spec.sh:curl-auth-header:110,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,hack/update-openapi-spec.sh,115,REDACTED,hack/update-openapi-spec.sh:curl-auth-header:115,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,hack/update-openapi-spec.sh,128,REDACTED,hack/update-openapi-spec.sh:curl-auth-header:128,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,hack/update-openapi-spec.sh,136,REDACTED,hack/update-openapi-spec.sh:curl-auth-header:136,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,hack/update-openapi-spec.sh,145,REDACTED,hack/update-openapi-spec.sh:curl-auth-header:145,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/apis/core/validation/validation_test.go,23951,REDACTED,pkg/apis/core/validation/validation_test.go:generic-api-key:23951,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/apis/core/validation/validation_test.go,23960,REDACTED,pkg/apis/core/validation/validation_test.go:generic-api-key:23960,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/controller/bootstrap/bootstrapsigner_test.go,94,REDACTED,pkg/controller/bootstrap/bootstrapsigner_test.go:generic-api-key:94,FP,"detached signature, not a credential"
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/controller/bootstrap/bootstrapsigner_test.go,106,REDACTED,pkg/controller/bootstrap/bootstrapsigner_test.go:generic-api-key:106,FP,"detached signature, not a credential"
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/controller/bootstrap/bootstrapsigner_test.go,136,REDACTED,pkg/controller/bootstrap/bootstrapsigner_test.go:generic-api-key:136,FP,"detached signature, not a credential"
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/controller/certificates/signer/testdata/ca.key,1,REDACTED,pkg/controller/certificates/signer/testdata/ca.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/controlplane/apiserver/samples/generic/server/testing/testdata/127.0.0.1__localhost.key,1,REDACTED,pkg/controlplane/apiserver/samples/generic/server/testing/testdata/127.0.0.1__localhost.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/controlplane/apiserver/samples/generic/server/testing/testserver.go,59,REDACTED,pkg/controlplane/apiserver/samples/generic/server/testing/testserver.go:private-key:59,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/config_test.go,154,REDACTED,pkg/credentialprovider/config_test.go:generic-api-key:154,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,63,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:63,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,77,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:77,FP,digest or checksum
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,91,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:91,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,105,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:105,FP,digest or checksum
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,133,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:133,FP,digest or checksum
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,161,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:161,FP,digest or checksum
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,176,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:176,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,192,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:192,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,217,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:217,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,251,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:251,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,310,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:310,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/credentialprovider/secrets/secrets_test.go,324,REDACTED,pkg/credentialprovider/secrets/secrets_test.go:generic-api-key:324,FP,digest or checksum
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/certificate/bootstrap/testdata/mycertinvalid.key,1,REDACTED,pkg/kubelet/certificate/bootstrap/testdata/mycertinvalid.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/certificate/bootstrap/testdata/mycertvalid.key,1,REDACTED,pkg/kubelet/certificate/bootstrap/testdata/mycertvalid.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/certificate/transport_test.go,51,REDACTED,pkg/kubelet/certificate/transport_test.go:private-key:51,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/certificate/transport_test.go,78,REDACTED,pkg/kubelet/certificate/transport_test.go:private-key:78,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/client/testdata/myCA.key,1,REDACTED,pkg/kubelet/client/testdata/myCA.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/client/testdata/mycertvalid.key,1,REDACTED,pkg/kubelet/client/testdata/mycertvalid.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/kubelet/images/image_manager_test.go,1424,REDACTED,pkg/kubelet/images/image_manager_test.go:generic-api-key:1424,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/kubelet/kuberuntime/kuberuntime_image_test.go,283,REDACTED,pkg/kubelet/kuberuntime/kuberuntime_image_test.go:generic-api-key:283,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/kubelet/kuberuntime/kuberuntime_image_test.go,401,REDACTED,pkg/kubelet/kuberuntime/kuberuntime_image_test.go:generic-api-key:401,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/util/env/env_util_test.go,542,REDACTED,pkg/kubelet/util/env/env_util_test.go:private-key:542,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/kubelet/util/env/env_util_test.go,554,REDACTED,pkg/kubelet/util/env/env_util_test.go:private-key:554,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/registry/scheduling/compositepodgroup/strategy_test.go,477,REDACTED,pkg/registry/scheduling/compositepodgroup/strategy_test.go:generic-api-key:477,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/registry/scheduling/podgroup/storage/storage_test.go,81,REDACTED,pkg/registry/scheduling/podgroup/storage/storage_test.go:generic-api-key:81,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/registry/scheduling/podgroup/storage/storage_test.go,230,REDACTED,pkg/registry/scheduling/podgroup/storage/storage_test.go:generic-api-key:230,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/registry/scheduling/podgroup/strategy_test.go,476,REDACTED,pkg/registry/scheduling/podgroup/strategy_test.go:generic-api-key:476,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/registry/scheduling/workload/storage/storage_test.go,73,REDACTED,pkg/registry/scheduling/workload/storage/storage_test.go:generic-api-key:73,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/scheduler/framework/plugins/dynamicresources/nodeallocatabledynamicresources_test.go,409,REDACTED,pkg/scheduler/framework/plugins/dynamicresources/nodeallocatabledynamicresources_test.go:generic-api-key:409,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,pkg/scheduler/framework/plugins/dynamicresources/nodeallocatabledynamicresources_test.go,443,REDACTED,pkg/scheduler/framework/plugins/dynamicresources/nodeallocatabledynamicresources_test.go:generic-api-key:443,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/serviceaccount/jwt_test.go,73,REDACTED,pkg/serviceaccount/jwt_test.go:private-key:73,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,pkg/serviceaccount/jwt_test.go,104,REDACTED,pkg/serviceaccount/jwt_test.go:private-key:104,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,plugin/pkg/admission/imagepolicy/certs_test.go,64,REDACTED,plugin/pkg/admission/imagepolicy/certs_test.go:private-key:64,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,plugin/pkg/admission/imagepolicy/certs_test.go,112,REDACTED,plugin/pkg/admission/imagepolicy/certs_test.go:private-key:112,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,plugin/pkg/auth/authorizer/rbac/bootstrappolicy/controller_policy_test.go,231,REDACTED,plugin/pkg/auth/authorizer/rbac/bootstrappolicy/controller_policy_test.go:generic-api-key:231,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/api/certificates/v1/doc.go,21,REDACTED,staging/src/k8s.io/api/certificates/v1/doc.go:generic-api-key:21,FP,documentation example
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/api/coordination/v1/doc.go,21,REDACTED,staging/src/k8s.io/api/coordination/v1/doc.go:generic-api-key:21,FP,documentation example
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/api/rbac/v1/doc.go,21,REDACTED,staging/src/k8s.io/api/rbac/v1/doc.go:generic-api-key:21,FP,documentation example
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/api/scheduling/v1/doc.go,21,REDACTED,staging/src/k8s.io/api/scheduling/v1/doc.go:generic-api-key:21,FP,documentation example
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiextensions-apiserver/pkg/cmd/server/testing/testdata/localhost_127.0.0.1_localhost.key,1,REDACTED,staging/src/k8s.io/apiextensions-apiserver/pkg/cmd/server/testing/testdata/localhost_127.0.0.1_localhost.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiextensions-apiserver/test/integration/apiserver.local.config/certificates/apiserver.key,1,REDACTED,staging/src/k8s.io/apiextensions-apiserver/test/integration/apiserver.local.config/certificates/apiserver.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiextensions-apiserver/test/integration/conversion/webhook.go,236,REDACTED,staging/src/k8s.io/apiextensions-apiserver/test/integration/conversion/webhook.go:private-key:236,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apimachinery/pkg/labels/selector_test.go,984,REDACTED,staging/src/k8s.io/apimachinery/pkg/labels/selector_test.go:generic-api-key:984,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apimachinery/pkg/util/proxy/dial_test.go,203,REDACTED,staging/src/k8s.io/apimachinery/pkg/util/proxy/dial_test.go:private-key:203,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apimachinery/pkg/util/proxy/upgradeaware_test.go,1235,REDACTED,staging/src/k8s.io/apimachinery/pkg/util/proxy/upgradeaware_test.go:private-key:1235,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go,22,REDACTED,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go:private-key:22,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go,71,REDACTED,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go:private-key:71,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go,120,REDACTED,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go:private-key:120,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go,169,REDACTED,staging/src/k8s.io/apiserver/pkg/admission/plugin/webhook/testcerts/certs.go:private-key:169,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go,54,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go:generic-api-key:54,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go,61,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go:generic-api-key:61,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go,68,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/types_encryption.go:generic-api-key:68,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go,54,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go:generic-api-key:54,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go,61,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go:generic-api-key:61,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go,68,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/v1/types_encryption.go:generic-api-key:68,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,61,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:61,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,89,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:89,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,95,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:95,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,108,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:108,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,114,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:114,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,129,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:129,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,942,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:942,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go,946,REDACTED,staging/src/k8s.io/apiserver/pkg/apis/apiserver/validation/validation_encryption_test.go:generic-api-key:946,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,jwt,,staging/src/k8s.io/apiserver/pkg/authentication/token/cache/cached_token_authenticator_test.go,149,REDACTED,staging/src/k8s.io/apiserver/pkg/authentication/token/cache/cached_token_authenticator_test.go:jwt:149,TP,bearer token (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/server/dynamiccertificates/tlsconfig_test.go,26,REDACTED,staging/src/k8s.io/apiserver/pkg/server/dynamiccertificates/tlsconfig_test.go:private-key:26,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/server/filters/timeout_test.go,567,REDACTED,staging/src/k8s.io/apiserver/pkg/server/filters/timeout_test.go:private-key:567,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/apiserver/pkg/server/graceful_shutdown_test.go,65,REDACTED,staging/src/k8s.io/apiserver/pkg/server/graceful_shutdown_test.go:private-key:65,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go,158,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go:generic-api-key:158,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go,159,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go:generic-api-key:159,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go,171,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go:generic-api-key:171,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go,172,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go:generic-api-key:172,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go,177,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/config_test.go:generic-api-key:177,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml,10,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml:generic-api-key:10,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml,12,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml:generic-api-key:12,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml,16,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml:generic-api-key:16,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml,30,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml:generic-api-key:30,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml,32,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/invalid-configs/invalid-typo.yaml:generic-api-key:32,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml,10,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml:generic-api-key:10,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml,12,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml:generic-api-key:12,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml,26,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml:generic-api-key:26,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml,30,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml:generic-api-key:30,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml,32,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-cbc-first.yaml:generic-api-key:32,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml,10,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml:generic-api-key:10,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml,12,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml:generic-api-key:12,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml,16,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml:generic-api-key:16,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml,29,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml:generic-api-key:29,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml,31,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes-gcm-first.yaml:generic-api-key:31,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-keys-reversed.json,19,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-keys-reversed.json:generic-api-key:19,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-keys.json,15,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-keys.json:generic-api-key:15,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-providers-reversed.json,25,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-providers-reversed.json:generic-api-key:25,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-providers.json,15,REDACTED,staging/src/k8s.io/apiserver/pkg/server/options/encryptionconfig/testdata/valid-configs/aes/aes-cbc-multiple-providers.json:generic-api-key:15,TP,symmetric key material (test fixture)
